article,series,series-id,episode,language,category,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
10000291,WAS IST WAS Junior,was-ist-was-junior,Bauernhof,de-de,audio-play-songs,da90bbbd-fd0c-4c4c-bcb8-7c2c4f9afd15,https://tonies.com/de-de/tonies/was-ist-was-junior/bauernhof/,1,1,1,1
10000293,Elmer,elmer,Elmer and Friends Story Collection,en-gb,audio-book,a10e863b-339f-4219-96d8-c3bc29fdec66,https://tonies.com/en-gb/tonies/elmer/elmer-and-friends-story-collection/,1,1,1,1
10000294,Disney,disney,Monsters Inc.,en-gb,audio-play-songs,f58f0b13-7db5-40c5-aa07-1c72f683d4c9,https://tonies.com/en-gb/tonies/disney/monsters/,1,0,0,0
10000295,Favourite Children’s Songs,,Halloween & Spooky Songs,en-gb,music,,,1,1,0,0
10000298,Drachenzähmen leicht gemacht,drachenzaehmen-leicht-gemacht,Drachenzähmen leicht gemacht 1,de-de,audio-play,c436e78a-b595-454b-a97e-4f348dbea2bb,https://tonies.com/de-de/tonies/drachenzaehmen-leicht-gemacht/drachenzaehmen-leicht-gemacht-1/,1,1,1,1
10000300,Lieblings-Meisterstücke,lieblings-meisterstuecke,Der Nussknacker,de-de,audio-play-songs,65abe1ad-19a0-4dec-9860-cf3fbb744994,https://tonies.com/de-de/tonies/lieblings-meisterstuecke/der-nussknacker/,1,1,1,1
10000301,Lindbergh,lindbergh,Die abenteuerliche Geschichte einer fliegenden Maus,de-de,audio-book,91fbd969-034b-406c-a0df-f80d7bc10a4a,https://tonies.com/de-de/tonies/lindbergh/die-abenteuerliche-geschichte-einer-fliegenden-maus/,1,1,1,2
10000302,Die drei Räuber,die-drei-raeuber,Die drei Räuber,de-de,audio-book,40a51588-b1da-4b50-bb5b-a8bf8d81415c,https://tonies.com/de-de/tonies/die-drei-raeuber/die-drei-raeuber/,1,1,1,2
10000303,Peppa Pig,peppa-pig,Die Ritterburg und 7 weitere Geschichten,de-de,audio-play,7e91c8cf-3ddf-4b48-a9e0-45518399d4f7,https://tonies.com/de-de/tonies/peppa-pig/die-ritterburg/,1,1,0,0
10000304,Rolf Zuckowski,rolf-zuckowski,In der Weihnachtsbäckerei,de-de,music,b66d7654-2b23-4ad9-9a34-ab2a70255425,https://tonies.com/de-de/tonies/rolf-zuckowski/in-der-weihnachtsbaeckerei/,1,1,1,2
10000308,How to train your Dragon,how-to-train-your-dragon,How to train your Dragon,en-gb,audio-book,4df3f748-4e18-4813-9edf-e96e5f81cca4,https://tonies.com/en-gb/tonies/how-to-train-your-dragon/how-to-train-your-dragon/,1,0,0,0
10000309,Favourite Masterpieces,favourite-masterpieces,The Magic Flute,en-gb,audio-play-songs,7fba6edf-4e63-40ae-8d0d-68a0051c8dba,https://tonies.com/en-gb/tonies/favourite-masterpieces/the-magic-flute/,1,1,1,1
10000310,Favourite Masterpieces,favourite-masterpieces,The Nutcracker,en-gb,audio-play-songs,69601fb3-6ae9-4e0b-975e-cf7faac65d68,https://tonies.com/en-gb/tonies/favourite-masterpieces/the-nutcracker/,1,0,0,0
10000311,Peppa Pig,peppa-pig,On the Road with Peppa Pig,en-gb,audio-play-songs,245a4151-913a-460d-9819-2ab9ff88ef83,https://tonies.com/en-gb/tonies/peppa-pig/on-the-road-with-peppa-pig/,1,0,0,0
10000317,Diary of a Wimpy Kid,diary-of-a-wimpy-kid,Diary of a Wimpy Kid,en-gb,audio-book,f3cb46d4-c01c-4ff9-89b3-f02876c4d198,https://tonies.com/en-gb/tonies/diary-of-a-wimpy-kid/diary-of-a-wimpy-kid/,1,0,0,0
10000318,Fireman Sam,fireman-sam,The Pontypandy Pack,en-gb,audio-play,b21d20c0-793e-48ae-ad7b-57fb50096b9e,https://tonies.com/en-gb/tonies/fireman-sam/the-pontypandy-pack/,1,0,0,0
10000319,Princess Lillifee,,Princess Lillifee,en-gb,audio-book-songs,,,1,0,0,0
10000320,PAW Patrol,paw-patrol,Die Rettung der Meeresschildkröten,de-de,audio-play,90120294-6d78-43be-a7af-8c2fa9d6a6ac,https://tonies.com/de-de/tonies/paw-patrol/die-rettung-der-meeresschildkroeten/,1,3,2,2
10000321,Paw Patrol,paw-patrol,Chase,en-gb,audio-play,d9135014-2de3-4090-a201-77da1cca09f5,https://tonies.com/en-gb/tonies/paw-patrol/paw-patrol-chase/,1,0,0,0
10000330,Kreativ-Tonie,,Borussia Dortmund,de-de,Kreativ-Tonies,,,1,1,0,0
10000331,Miffy,miffy,Miffy,de-de,audio-play,fe4f8dff-c33c-4650-b6ba-ee1298a6c4dc,https://tonies.com/de-de/tonies/miffy/miffy/,1,1,1,1
10000332,Kreativ-Tonie,,Fortuna Düsseldorf,de-de,Kreativ-Tonies,,,1,1,0,0
10000333,Beethoven für Kids,beethoven-fuer-kids,Beethoven für Kids - Gelesen von Daniel Hope,de-de,audio-book,06898a62-c71e-434f-8fdd-1c7da29aacd1,https://tonies.com/de-de/tonies/beethoven-fuer-kids/gelesen-von-daniel-hope/,1,1,1,2
10000334,Disney,disney,Winnie Puuh auf großer Reise,de-de,audio-play,10be7d65-cf26-40c4-a786-787a75e1a2ff,https://tonies.com/de-de/tonies/disney/winnie-puuh-auf-grosser-reise/,1,1,1,1
10000335,Disney,disney,Winnie the Pooh,en-gb,audio-play,53257ccb-f419-4861-a037-028f49d8046f,https://tonies.com/en-gb/tonies/disney/winnie-the-pooh/,1,1,0,0
10000336,Miffy,miffy,Miffy’s Adventures,en-gb,audio-play,5e96fa44-c44b-45d1-8130-76baa52eae35,https://tonies.com/en-gb/tonies/miffy/miffys-adventures/,1,0,0,0
10000337,Peter Hase und seine Freunde,peter-hase-und-seine-freunde,Ein Geschichten-Schatz,de-de,audio-book,58cec730-5dce-4a62-b29f-fdadb6925187,https://tonies.com/de-de/tonies/peter-hase-und-seine-freunde/ein-geschichten-schatz/,1,1,1,1
10000343,Creative-Tonie,,Doctor,en-gb,Creative-Tonies,,,1,0,0,0
10000357,Shrek,shrek,Shrek,en-gb,audio-book,0cacac68-2e72-463b-aa4b-f0a048bcf206,https://tonies.com/en-gb/tonies/shrek/shrek/,1,0,0,0
10000358,Bob the Builder,bob-the-builder,Bob the Builder 1,en-gb,audio-play,6620afd0-7fde-45fb-89f1-9685b0818a82,https://tonies.com/en-gb/tonies/bob-the-builder/bob-the-builder-1/,1,0,0,0
10000360,"Wir sind nachher wieder da, wir müssen kurz nach Afrika",wir-sind-nachher-wieder-da-wir-muessen-kurz-nach-afrika,"Wir sind nachher wieder da, wir müssen kurz nach Afrika",de-de,audio-book,a9b07ace-35f4-4371-8da4-fa5ab5d2e189,https://tonies.com/de-de/tonies/wir-sind-nachher-wieder-da-wir-muessen-kurz-nach-afrika/wir-sind-nachher-wieder-da-wir-muessen-kurz-nach-afrika/,1,1,1,2
10000361,LEA,lea,LEAs Welt,de-de,music,b43bc447-6bab-43ce-844c-d802635e51bf,https://tonies.com/de-de/tonies/lea/leas-welt/,1,2,1,1
10000362,Der kleine König,der-kleine-koenig,"Der kleine König sagt ""Gute Nacht""",de-de,audio-play-songs,a01968ab-6d58-469b-ab39-fe9172343c9d,https://tonies.com/de-de/tonies/der-kleine-koenig/der-kleine-koenig-sagt-gute-nacht/,1,1,1,1
10000364,Bob der Baumeister,bob-der-baumeister,Bob der Küchenmeister,de-de,audio-play,d11c1223-6039-43c6-967f-a98ea797578f,https://tonies.com/de-de/tonies/bob-der-baumeister/bob-der-kuechenmeister/,1,1,1,1
10000365,Shrek,shrek,Der Tollkühne Held,de-de,audio-play,d9892646-202b-44f0-90ce-5023aba09634,https://tonies.com/de-de/tonies/shrek/der-tollkuehne-held/,1,1,1,2
10000367,Shaun das Schaf,shaun-das-schaf,Badetag und drei weitere schafsinnige Geschichten,de-de,audio-book,a56ec5de-aca2-4ee8-93f5-ecd8064858bd,https://tonies.com/de-de/tonies/shaun-das-schaf/badetag-und-drei-weitere-schafsinnige-geschichten/,1,1,1,1
10000368,Shaun the Sheep,shaun-the-sheep,The Farmer's Llamas,en-gb,audio-play,f43450c5-091b-4cbd-8e9c-36eb04048101,https://tonies.com/en-gb/tonies/shaun-the-sheep/shaun-the-sheep/,1,0,0,0
10000369,Pixi Wissen,pixi-wissen,Planeten und Sterne,de-de,audio-play,4f240806-b91b-4fe7-b611-fa7119986f98,https://tonies.com/de-de/tonies/pixi-wissen/planeten-und-sterne/,1,1,0,0
10000370,Der Sternenmann,der-sternenmann,Lieder und Hörspiel zur guten Nacht,de-de,audio-play-songs,e7c49d3f-eb45-440f-83cb-060a75873619,https://tonies.com/de-de/tonies/der-sternenmann/lieder-und-hoerspiel-zur-guten-nacht/,1,1,1,3
10000371,Kikaninchen,kikaninchen,Die Mischung macht’s!,de-de,music,e8bfc77e-ac06-475b-956e-d1464c2a327c,https://tonies.com/de-de/tonies/kikaninchen/die-mischung-machts/,1,2,1,1
10000372,Disney,disney,101 Dalmatians,en-gb,audio-play-songs,884cebdd-8c3b-4150-a47a-1a37fb4ece0f,https://tonies.com/en-gb/tonies/disney/disney-101-dalmatians/,1,0,0,0
10000373,Disney,disney,101 Dalmatiner,de-de,audio-play,78f61664-4bde-471f-bd52-cddfddd80b76,https://tonies.com/de-de/tonies/disney/101-dalmatiner/,1,1,1,2
10000374,Disney,disney,Merida - Legende der Highlands,de-de,audio-play-songs,4df5b24c-577d-49fe-8e2f-479ff650a5bd,https://tonies.com/de-de/tonies/disney/merida-legende-der-highlands/,1,1,1,1
10000375,Disney,disney,Brave,en-gb,audio-play-songs,ac24dc84-db96-4309-b78c-4fd71d0a562f,https://tonies.com/en-gb/tonies/disney/brave/,1,0,0,0
10000377,Masha and the Bear,masha-and-the-bear,Masha & the Bear 1,en-gb,audio-book,d355b069-4440-4041-8c72-883d440d6da3,https://tonies.com/en-gb/tonies/masha-and-the-bear/masha-the-bear-1/,1,0,0,0
10000380,Paddington Bear,paddington-bear,A bear called Paddington,en-gb,audio-book,fcbf134b-2816-4b47-b6dd-89ba79ab50e8,https://tonies.com/en-gb/tonies/paddington-bear/a-bear-called-paddington/,1,0,0,0
10000381,Paddington,paddington,Geschichten von Paddington,de-de,audio-book,9efac991-a993-475d-a467-fff52dcb526c,https://tonies.com/de-de/tonies/paddington/geschichten-von-paddington/,1,1,1,1
10000382,In the Night Garden,in-the-night-garden,Igglepiggle,en-gb,music,e56c0ed1-c6be-4bd5-a44f-6102659b245b,https://tonies.com/en-gb/tonies/in-the-night-garden/a-musical-journey/,1,0,0,0
10000383,Die kleine Schnecke Monika Häuschen,die-kleine-schnecke-monika-haeuschen,Warum stolpern Tausendfüßler nicht?,de-de,audio-play,c3d35dab-a4e9-4e27-a4be-c7fbeb09a51d,https://tonies.com/de-de/tonies/die-kleine-schnecke-monika-haeuschen/warum-stolpern-tausendfuessler-nicht/,1,1,1,2
10000384,Eule findet den Beat,eule-findet-den-beat,Mit Gefühl,de-de,audio-play-songs,8f10a202-a45f-40ae-8e16-7b9e09fa940b,https://tonies.com/de-de/tonies/eule-findet-den-beat/mit-gefuehl/,1,1,1,1
10000386,Mia and me,mia-and-me,Centopia’s hope / Talking to unicorns,en-gb,audio-play,6a4fb8a6-0901-47aa-b6bc-8255b0a32077,https://tonies.com/en-gb/tonies/mia-and-me/centopias-hope-talking-to-unicorns/,1,0,0,0
10000399,Sternenschweif,sternenschweif,Geheimnisvolle Verwandlung,de-de,audio-play,b455ce07-d763-4cea-88dc-20f2312d1e99,https://tonies.com/de-de/tonies/sternenschweif/geheimnisvolle-verwandlung/,1,1,0,0
10000408,Super Wings,super-wings,A World of Adventure,en-gb,audio-play,cb5f3516-5196-4e60-acdd-03a69cb6a4da,https://tonies.com/en-gb/tonies/super-wings/a-world-of-adventure/,1,0,0,0
10000478,Die Schlümpfe,die-schluempfe,Ein tollpatschiger Held & 3 weitere schlumpfige Abenteuer,de-de,audio-play,dfd42158-2c68-4e33-85c8-0238c04c64be,https://tonies.com/de-de/tonies/die-schluempfe/ein-tollpatschiger-held-3-weitere-schlumpfige-abenteuer/,1,1,1,1
10000481,My Little Pony,my-little-pony,Sunny,en-gb,audio-play-songs,9e913a3d-6f9d-4ded-8b4f-34665dfd6bbb,https://tonies.com/en-gb/tonies/my-little-pony/sunny/,1,0,0,0
10000482,Thomas & seine Freunde,thomas-seine-freunde,Große Welt! Große Abenteuer!,de-de,audio-play-songs,5294b04c-90e7-4b91-be1d-310147f8131e,https://tonies.com/de-de/tonies/thomas-seine-freunde/thomas-seine-freunde-grosse-welt-grosse-abenteuer/,1,1,1,1
10000483,Thomas the Tank Engine,thomas-the-tank-engine,Thomas & Friends: The Adventure Begins,en-gb,audio-book,4fd02773-f68a-4172-80e7-9aa1f1bb2b8c,https://tonies.com/en-gb/tonies/thomas-the-tank-engine/the-adventure-begins/,1,0,0,0
10000484,SPIRIT,spirit,SPIRIT - Frei und Ungezähmt,de-de,audio-play,52b6376f-45ec-43fc-a8ca-e381696e912f,https://tonies.com/de-de/tonies/spirit/spirit-frei-und-ungezhmt/,1,1,1,1
10000485,Dreamworks,dreamworks,Spirit - Untamed,en-gb,audio-play,54628d11-5b8f-4f7b-bd8b-c59b976f5430,https://tonies.com/en-gb/tonies/dreamworks/spirit/,1,0,0,0
10000486,Die Biene Maja,die-biene-maja,Der Bienentanz,de-de,audio-play,fa907be7-43f9-4887-8827-2a57a0beadfe,https://tonies.com/de-de/tonies/die-biene-maja/der-bienentanz/,1,1,1,2
10000487,Ralph Ruthe,ralph-ruthe,Das Klo,de-de,audio-play-songs,73c4097c-d48a-42e2-b67b-58f63475e715,https://tonies.com/de-de/tonies/ralph-ruthe/das-klo/,1,1,1,1
10000488,The Famous Five,the-famous-five,The Famous Five: A Short Story Collection,en-gb,audio-play,676a3c18-72e5-46bd-bfee-acc8e6347880,https://tonies.com/en-gb/tonies/the-famous-five/famous-five-a-short-story-collection/,1,0,0,0
10000491,Rico und Oskar,rico-und-oskar,"Rico, Oskar und die Tieferschatten",de-de,audio-play,1c807f83-00a1-48fc-9d9e-1f2d3b21cae7,https://tonies.com/de-de/tonies/rico-und-oskar/rico-oskar-und-die-tieferschatten/,1,1,1,1
10000492,Lichterkinder,lichterkinder,Die besten Spiel- und Bewegungslieder,de-de,music,aeb04700-6050-4baa-a27b-8308c3e08d74,https://tonies.com/de-de/tonies/lichterkinder/die-besten-spiel-und-bewegungslieder/,1,3,2,2
10000493,Bibi & Tina,bibi-tina,Das Waisenfohlen,de-de,audio-play,6fbdf2c2-866d-43ba-9766-e76099f37e6e,https://tonies.com/de-de/tonies/bibi-tina/das-waisenfohlen/,1,1,1,1
10000495,Trolls,trolls,Finde dein Glück,de-de,audio-play,d92ef698-b2f2-4ce5-9d61-9cf0b903d2db,https://tonies.com/de-de/tonies/trolls/finde-dein-glueck/,1,1,1,1
10000496,Trolls,trolls,Trolls,en-gb,audio-play-songs,c33009d1-b9a5-44ac-ae4f-1ccca17feebb,https://tonies.com/en-gb/tonies/trolls/trolls/,1,0,0,0
10000497,Disney,,The Jungle Book,en-us,Tonie,5439113101463,,1,0,0,0
10000498,Disney,,The Lion King,en-us,Tonie,5519213559959,,1,0,0,0
10000499,Sesamstraße,sesamstrasse,Krümelmonsters Mitmampfspaß,de-de,audio-play-songs,80f5e588-f233-43d1-8f26-c1b71239f4f2,https://tonies.com/de-de/tonies/sesamstrasse/kruemelmonsters-mitmampfspass/,1,1,1,1
10000500,Sesame Street,sesame-street,Cookie Monster,en-gb,audio-play-songs,54f81df3-2841-467d-b097-99bc669f10cc,https://tonies.com/en-gb/tonies/sesame-street/cookie-monster/,1,0,0,0
10000501,Disney & Pixar,,Cars: Lightning McQueen,en-us,Tonie,5519190294679,,1,0,0,0
10000502,Beethoven for Kids,beethoven-for-kids,Beethoven for Kids - Presented by Daniel Hope,en-gb,audio-book-songs,07a6d76b-e238-412a-83f7-f924f6d1624d,https://tonies.com/en-gb/tonies/beethoven-for-kids/beethoven-for-kids-presented-by-daniel-hope/,1,0,0,0
10000503,Disney,,The Little Mermaid,en-us,Tonie,5519197634711,,1,0,0,0
10000504,Despicable Me,,,en-us,Tonie,5519699443863,,1,0,0,0
10000505,Pinocchio & Other Classic Stories,,,en-us,Tonie,5519079047319,,1,0,0,0
10000506,Red Riding Hood & Other Fairy Tales,,,en-us,Tonie,7099444756631,,1,0,0,0
10000507,Unter meinem Bett,unter-meinem-bett,Unter meinem Bett 5,de-de,music,11adc939-cd2d-407c-99fc-742ec0fdb5fc,https://tonies.com/de-de/tonies/unter-meinem-bett/unter-meinem-bett-5/,1,1,1,1
10000508,Giraffenaffen,giraffenaffen,Die Giraffenaffen Lieblingslieder,de-de,music,caa6bf32-f978-4514-8377-b82167f58b6f,https://tonies.com/de-de/tonies/giraffenaffen/die-giraffenaffen-lieblingslieder/,1,1,0,0
10000509,Disney,,Aladdin,en-us,Tonie,6462404657303,,1,0,0,0
10000510,Disney,,Frozen: Elsa,en-us,Tonie,5519647244439,,1,0,0,0
10000511,Disney & Pixar,,Toy Story: Woody,en-us,Tonie,5519373369495,,1,0,0,0
10000512,Disney,,Cinderella,en-us,Tonie,5519095791767,,1,0,0,0
10000513,Disney & Pixar,,Finding Nemo,en-us,Tonie,5519143960727,,1,0,0,0
10000515,Disney,,Mulan,en-us,Tonie,7011184312471,,1,0,0,0
10000517,Disney & Pixar,,"Monsters, Inc.",en-us,Tonie,6807592665239,,1,1,1,1
10000524,Feuerwehrmann Sam,feuerwehrmann-sam,Eine Insel voller Abenteuer,de-de,audio-play,da613d17-78e1-4083-b01b-b26b87598bb3,https://tonies.com/de-de/tonies/feuerwehrmann-sam/eine-insel-voller-abenteuer/,1,1,0,1
10000525,Rund um die Welt mit Fuchs und Schaf,rund-um-die-welt-mit-fuchs-und-schaf,Osaka & Serengeti,de-de,audio-play,0da6d5b5-0ccb-4c58-bbff-fe1ff80952aa,https://tonies.com/de-de/tonies/rund-um-die-welt-mit-fuchs-und-schaf/rund-um-die-welt-mit-fuchs-und-schaf/,1,2,2,2
10000526,Disney,disney,Vaiana,de-de,audio-play-songs,0b68e480-1da3-4d32-ac0f-0e4ea3f4d312,https://tonies.com/de-de/tonies/disney/vaiana/,1,1,1,2
10000527,Affenzahn Utopia,affenzahn-utopia,Die Abenteuer von Affenzahn,de-de,audio-play,5c95a316-38c5-4038-b52a-c7ca736e3084,https://tonies.com/de-de/tonies/affenzahn-utopia/die-abenteuer-von-affenzahn/,1,1,1,2
10000528,Asterix,asterix,"Asterix, der Gallier",de-de,audio-play,c119c3ad-7729-482d-a325-97dac349cb14,https://tonies.com/de-de/tonies/asterix/asterix-der-gallier/,1,2,1,2
10000529,Die kleine Hummel Bommel,die-kleine-hummel-bommel,Die kleine Hummel Bommel / Die kleine Hummel Bommel sucht das Glück,de-de,audio-play-songs,ced00ada-1223-4e93-aff3-fb6d9283868c,https://tonies.com/de-de/tonies/die-kleine-hummel-bommel/die-kleine-hummel-bommel/,1,1,1,1
10000530,Ostwind,ostwind,Zusammen sind wir frei,de-de,audio-play,27b51f2b-4286-42ba-86d9-5efaec8832bb,https://tonies.com/de-de/tonies/ostwind/zusammen-sind-wir-frei/,1,1,1,1
10000531,Kids Classical Music,kids-classical-music,Peter & the Wolf / Carnival of the Animals,en-gb,audio-book-songs,a8d9ab25-f5cf-43bb-94ae-4341cf9045c4,https://tonies.com/en-gb/tonies/kids-classical-music/peter-the-wolf-carnival-of-the-animals/,1,0,0,0
10000534,Creative-Tonie,,Pirate,en-us,Creative Tonie,5519049130135,,1,0,0,0
10000537,Creative-Tonie,,Superhero - Blue/Red,en-us,Creative Tonie,6220672303255,,1,0,0,0
10000538,Playtime Songs,,,en-us,Tonie,5519401975959,,1,1,0,1
10000539,Bedtime Songs & Lullabies,,,en-us,Tonie,5519468626071,,1,1,1,1
10000540,Celebration Songs,,,en-us,Tonie,5519481045143,,1,0,0,0
10000541,Julia Donaldson,,The Gruffalo,en-us,Tonie,5458365776023,,1,0,0,0
10000542,Peter Rabbit,,,en-us,Tonie,6462410752151,,1,0,0,0
10000543,Peppa Pig,,,en-us,Tonie,6807578935447,,1,1,1,1
10000544,Spot's Fun with Friends,,,en-us,Tonie,6220877955223,,1,0,0,0
10000546,Creative-Tonie,,Fairy,en-us,Creative Tonie,5519037366423,,1,0,0,0
10000547,Creative-Tonie,,Vampire,en-us,Creative Tonie,5515352014999,,1,0,0,0
10000548,Julia Donaldson,,Stick Man,en-us,Tonie,5519181971607,,1,0,0,0
10000549,Julia Donaldson,,Zog,en-us,Tonie,5519634989207,,1,0,0,0
10000550,Julia Donaldson,,Room on the Broom,en-us,Tonie,6042920288407,,1,0,0,0
10000553,Rapunzel & Other Fairy Tales,,,en-us,Tonie,5519419768983,,1,0,0,0
10000554,A Christmas Carol & Tales,,,en-us,Tonie,5519710683287,,1,0,0,0
10000555,Elmer & Friends Story Collection,,,en-us,Tonie,6220876841111,,1,0,0,0
10000556,Guess How Much I Love You,,,en-us,Tonie,6462409015447,,1,0,0,0
10000557,Animal Songs,,,en-us,Tonie,7099440169111,,1,0,0,0
10000558,Counting Songs,,,en-us,Tonie,5519656485015,,1,0,0,0
10000560,Traveling Songs,,,en-us,Tonie,6661694652567,,1,1,1,1
10000561,Julia Donaldson,,Highway Rat,en-us,Tonie,6807571431575,,1,0,0,0
10000562,Julia Donaldson,,The Gruffalo's Child,en-us,Tonie,7065878364311,,1,0,0,0
10000568,Favorite Children's Songs,,Sing-Along Songs,en-us,Tonie,8016776200343,,1,0,0,0
10000569,Favorite Classics,,Puss in Boots,en-us,Tonie,7806510694551,,1,0,0,0
10000570,How to Train Your Dragon,,,en-us,Tonie,7011182805143,,1,0,0,0
10000571,PAW Patrol,,Chase,en-us,Tonie,7101766893719,,1,1,1,1
10000572,Paddington Bear,,,en-us,Tonie,7269043372183,,1,0,0,0
10000575,Shrek,,,en-us,Tonie,7173724930199,,1,0,0,0
10000577,Disney,disney,Moana,en-gb,audio-play-songs,547dc87c-1ecd-44a3-b7a1-203a236da545,https://tonies.com/en-gb/tonies/disney/moana/,1,0,0,0
10000579,Hanni und Nanni,hanni-und-nanni,Hanni und Nanni voll im Trend,de-de,audio-play,5199f0fa-7fd5-45b9-852a-1f15eab2074b,https://tonies.com/de-de/tonies/hanni-und-nanni/hanni-nanni-voll-im-trend/,1,1,1,1
10000580,Hanni und Nanni,hanni-und-nanni,Hanni und Nanni im Hochzeitsrausch,de-de,audio-play,fb73977d-8b33-4acf-a81f-1b1343aa08eb,https://tonies.com/de-de/tonies/hanni-und-nanni/hanni-und-nanni-im-hochzeitsrausch/,1,1,1,1
10000581,100% Wolf,100-wolf,100% Wolf - Das Original-Hörspiel zum Kinofilm,de-de,audio-play,80b3ee4b-4196-4ae3-bac0-a2aaadb1ce0b,https://tonies.com/de-de/tonies/100-wolf/100-wolf/,1,1,1,1
10000583,Pittiplatsch,pittiplatsch,Neue Abenteuer mit Pittiplatsch,de-de,audio-play,c73c94d9-879e-4486-9feb-f2741280fdf7,https://tonies.com/de-de/tonies/pittiplatsch/neue-abenteuer-mit-pittiplatsch/,1,1,1,1
10000591,Favourite Children’s Songs,,Christmas Songs and Carols 2,en-gb,music,,,1,0,0,0
10000599,Oi Frog,oi-frog,Oi Frog and Friends,en-gb,audio-book,300f01d0-6452-4c1b-94e5-dbc323bbd217,https://tonies.com/en-gb/tonies/oi-frog/oi-frog-and-friends/,1,0,0,0
10000601,Fantasiereisen mit Faultier Mo,fantasiereisen-mit-faultier-mo,8 besondere Orte zum Entspannen,de-de,audio-book,1f545545-1370-4f63-8308-6cb1ae44a640,https://tonies.com/de-de/tonies/fantasiereisen-mit-faultier-mo/8-besondere-orte-zum-entspannen/,1,1,1,1
10000606,Peter Wohlleben,peter-wohlleben,Hörst du wie die Bäume sprechen?,de-de,audio-book,d2a58c44-a0b2-4888-afa6-22073946f6c7,https://tonies.com/de-de/tonies/peter-wohlleben/hoerst-du-wie-die-baeume-sprechen/,1,1,1,1
10000608,Octonauts,octonauts,Captain Barnacles,en-gb,audio-play-songs,84096624-658b-47ed-aa4f-c955f01bda17,https://tonies.com/en-gb/tonies/octonauts/octonauts/,1,0,0,0
10000610,Mia and me,mia-and-me,Das goldene Einhorn / Onchao und das Paradies,de-de,audio-play,4bf46382-b6d4-4739-acbd-caf927fe9360,https://tonies.com/de-de/tonies/mia-and-me/das-goldene-einhorn-onchao-und-das-paradies/,1,1,1,1
10000611,Petronella Apfelmus,petronella-apfelmus,Verhext und festgeklebt,de-de,audio-book,92e912e2-5be1-47ee-9900-bb1cd5d7b0f2,https://tonies.com/de-de/tonies/petronella-apfelmus/verhext-und-festgeklebt/,1,1,1,2
10000613,Kreativ-Tonie,,Zauberer,de-de,Kreativ-Tonies,,,1,0,0,0
10000614,Die unendliche Geschichte,die-unendliche-geschichte,Teil 1: Die große Suche,de-de,audio-play,cf93e6ab-33b7-41ce-ac32-1e203e6da0be,https://tonies.com/de-de/tonies/die-unendliche-geschichte/teil-1-die-grosse-suche/,1,2,2,4
10000616,Lieblings-Meisterstücke,lieblings-meisterstuecke,Schwanensee,de-de,audio-play-songs,77af4cbc-2c2d-4e09-93d3-2afe83705e4d,https://tonies.com/de-de/tonies/lieblings-meisterstuecke/schwanensee/,1,1,1,1
10000617,Miraculous,miraculous,Miraculous - Aller Anfang ist schwer,de-de,audio-play,8008f7bb-6a1c-4a11-82ae-2940d1800467,https://tonies.com/de-de/tonies/miraculous/miraculous-aller-anfang-ist-schwer/,1,1,1,3
10000620,Thomas & Friends,,Thomas the Tank Engine,en-us,Tonie,8057956040855,,1,0,0,0
10000623,Disney,,Moana,en-us,Tonie,7168607551639,,1,0,0,0
10000624,Masha & the Bear,,,en-us,Tonie,7099443478679,,1,0,0,0
10000626,My Little Pony,,,en-us,Tonie,7785751150743,,1,0,0,0
10000628,Creative-Tonie,,Monster,en-us,Creative Tonie,8056753422487,,1,0,0,0
10000629,Octonauts,,,en-us,Tonie,7325111025815,,1,0,0,0
10000630,Sesame Street,,Cookie Monster,en-us,Tonie,7099212398743,,1,0,0,0
10000631,Spirit Untamed,,,en-us,Tonie,7395881812119,,1,0,0,0
10000632,Super Wings,,A World of Adventure,en-us,Tonie,7065880428695,,1,0,0,0
10000633,Trolls,,Poppy,en-us,Tonie,7065882984599,,1,0,0,0
10000635,Creative-Tonie,,Wizard,en-us,Creative Tonie,8056754176151,,1,0,0,0
10000637,Creative-Tonie,,Yeti,en-us,Creative Tonie,7274255974551,,1,0,0,0
10000638,Disney,,Mickey Mouse,en-us,Tonie,7099444002967,,1,0,0,0
10000640,Mog the Forgetful Cat,mog-the-forgetful-cat,Die schönsten Geschichten,de-de,audio-book,f0948097-0468-45ef-a2d5-7870973b7f00,https://tonies.com/de-de/tonies/mog-the-forgetful-cat/die-schnsten-geschichten/,1,1,1,2
10000641,Miraculous,,Tales of Ladybug & Cat Noir,en-us,Tonie,7565339787415,,1,0,0,0
10000642,The Snowman & the Snow Dog,,,en-us,Tonie,7269035802775,,1,0,0,0
10000646,PJ Masks,,Owlette,en-us,Tonie,7745044775063,,1,0,0,0
10000647,Das magische Baumhaus,das-magische-baumhaus,Im Tal der Dinosaurier,de-de,audio-book,37face5b-4b3e-4d77-b573-90447f04f1c6,https://tonies.com/de-de/tonies/das-magische-baumhaus/im-tal-der-dinosaurier/,1,1,1,1
10000648,Favourite Masterpieces,favourite-masterpieces,Swan Lake,en-gb,audio-book-songs,d59fed98-fc84-444a-a159-c41076608112,https://tonies.com/en-gb/tonies/favourite-masterpieces/swan-lake/,1,0,0,0
10000649,Mog the Forgetful Cat,mog-the-forgetful-cat,Mog,en-gb,audio-book,e02a039f-7c9a-43e4-9cd3-9ef910d3e13d,https://tonies.com/en-gb/tonies/mog-the-forgetful-cat/mog/,1,0,0,0
